ID_Adrese;ID_VF;No voie;Type de voie;Voie;Code postal;Commune
1003;3395;10;AV;RAOUL FOLLEREAU;13011;MARSEILLE 11EME
1004;3396;40;AV;ESCAD NORMANDIE NIEMEN;13013;MARSEILLE 13EME
1005;3397;16;TRA;DES 4 CHE MONTOLIVET;13012;MARSEILLE 12EME
1006;3398;24;BD;DES ALPES;13012;MARSEILLE 12EME
1007;3399;195;AV;DES OLIVES;13013;MARSEILLE 13EME
1008;3400;6;BD;FERDINAND NEGRO;13012;MARSEILLE 12EME
1009;3402;165;RTE;DES CAMOINS;13011;MARSEILLE 11EME
1010;3403;36;AV;DE SAINT BARNABE;13012;MARSEILLE 12EME
1011;3404;164;BD;DE LA MILLIERE;13011;MARSEILLE 11EME
1012;3405;112;AV;DES CAILLOLS;13012;MARSEILLE 12EME
1013;3407;16;TRA;DE LA DOMINIQUE;13011;MARSEILLE 11EME
1014;3408;52;BD;DE LA POMME;13011;MARSEILLE 11EME
1015;3409;1;BD;BONNIOT;13012;MARSEILLE 12EME
1016;3410;5069;BD;BEZOMBES;13011;MARSEILLE 11EME
1017;3411;93;TSSE;CHARLES SUSINI;13013;MARSEILLE 13EME
1018;3412;1;RUE;ANDRE ISAIA;13013;MARSEILLE 13EME
1019;3413;287;RTE;DES 3 LUCS;13011;MARSEILLE 11EME
1020;3415;20;CHE;DE LA RIBASSIERE;13013;MARSEILLE 13EME
1021;3416;112;RUE;ALPHONSE DAUDET;13013;MARSEILLE 13EME
1022;3417;20;BD;DES ROSSIGNOLS;13012;MARSEILLE 12EME
1023;3418;51;BD;BOUYALA D ARNAUD;13012;MARSEILLE 12EME
1024;3422;79;BD;DE LA POMME;13011;MARSEILLE 11EME
1025;3424;29;RUE;LEON MEISSEREL;13012;MARSEILLE 12EME
1026;3425;25;TSSE;DE LA CLAIRE VOIE;13012;MARSEILLE 12EME
1027;3426;51;BD;BOUYALA D ARNAUD;13012;MARSEILLE 12EME
1028;3427;47;AV;DES TROIS LUCS;13012;MARSEILLE 12EME
1029;3428;359;BD;MIREILLE LAUZE;13011;MARSEILLE 11EME
1030;3429;5050;RES;LA BATARELLE;13013;MARSEILLE 13EME
1031;3430;47;AV;DES TROIS LUCS;13012;MARSEILLE 12EME
1032;3431;56;BD;DE LA VALBARELLE;13011;MARSEILLE 11EME
1033;3432;266;AV;DES POILUS;13012;MARSEILLE 12EME
1034;3433;56;BD;DE LA VALBARELLE;13011;MARSEILLE 11EME
1035;3434;141;AV;DE SAINT MENET;13011;MARSEILLE 11EME
1036;3435;89;RUE;ST JEAN DU DESERT;13012;MARSEILLE 12EME
1037;3436;35;BD;HUGUES;13012;MARSEILLE 12EME
1038;3437;17;RUE;ST JEAN DU DESERT;13012;MARSEILLE 12EME
1039;3438;12;AV;DES NARCISSES;13013;MARSEILLE 13EME
1040;3439;11;AV;DU BOUSQUETIER;13012;MARSEILLE 12EME
1041;3440;170;TRA;DE LA PENNE;13011;MARSEILLE 11EME
1042;3441;58;RUE;DE LA MAURELLE;13013;MARSEILLE 13EME
1043;3442;17;BD;HAGUENEAU;13012;MARSEILLE 12EME
1044;3443;89;AV;DES BUTRIS;13012;MARSEILLE 12EME
1045;3444;30;AV;RAOUL FOLLEREAU;13011;MARSEILLE 11EME
1046;3445;67;AV;DE LA ROSE;13013;MARSEILLE 13EME
1047;3447;32;BD;GAROUTTE;13012;MARSEILLE 12EME
1048;3448;8;BD;LIONEL TERRAY;13013;MARSEILLE 13EME
1049;3449;31;TSSE;DE LA TREVARESSE;13012;MARSEILLE 12EME
1050;3450;359;BD;MIREILLE LAUZE;13011;MARSEILLE 11EME
1051;3452;57;PARC;DES VIEUX CYPRES;13013;MARSEILLE 13EME
1052;3453;38;TRA;TRIVIER;13012;MARSEILLE 12EME
1053;3454;116;AV;DES POILUS;13013;MARSEILLE 13EME
1054;3455;3;BD;BEAUSEJOUR;13011;MARSEILLE 11EME
1055;3456;5288;RES;LES BOUGAINVILLEES;13012;MARSEILLE 12EME
1056;3457;24;PARC;DES VIEUX CYPRES;13013;MARSEILLE 13EME
1057;3458;64;BD;DE LA VALBARELLE;13011;MARSEILLE 11EME
1058;3459;47;AV;DES TROIS LUCS;13012;MARSEILLE 12EME
1059;3460;51;CHE;DES AMARYLLIS;13012;MARSEILLE 12EME
1060;3463;148;;LE MONT RIANT;13013;MARSEILLE 13EME
1061;3464;197;AV;DES OLIVES;13013;MARSEILLE 13EME
1062;3465;5073;AV;DES CIGALONS;13012;MARSEILLE 12EME
1063;3466;5;ALL;CACHEMYRA;13012;MARSEILLE 12EME
1064;3467;116;RUE;GASTON DE FLOTTE;13012;MARSEILLE 12EME
1065;3468;257;AV;DE MONTOLIVET;13012;MARSEILLE 12EME
1066;3469;5;AV;RAMPAL;13012;MARSEILLE 12EME
1067;3470;67;TSSE;DES PLATRIERES;13013;MARSEILLE 13EME
1068;3471;14;RUE;ANGELE;13011;MARSEILLE 11EME
1069;3472;26;AV;RAMPAL;13012;MARSEILLE 12EME
1070;3473;12;AV;DU DOCTEUR HECKEL;13011;MARSEILLE 11EME
1071;3474;20;AV;DESIRE BIANCO;13011;MARSEILLE 11EME
1072;3475;1;RTE;DES CAMOINS;13011;MARSEILLE 11EME
1073;3476;18;BD;VERD;13013;MARSEILLE 13EME
1074;3477;1;BD;ELYSEE PETIT;13013;MARSEILLE 13EME
1075;3479;22;BD;DE LA COMTESSE;13012;MARSEILLE 12EME
1076;3480;;RES;LES CHARMILLES;13011;MARSEILLE 11EME
1077;3481;75;TSSE;SAINT-PONS;13012;MARSEILLE 12EME
1078;3482;6;BD;LIONEL TERRAY;13013;MARSEILLE 13EME
1079;3483;36;BD;MARIUS RICHARD;13012;MARSEILLE 12EME
1080;3484;5;IMP;CHANTOISEL;13013;MARSEILLE 13EME
1081;3485;7;ALL;DE DIJON;13012;MARSEILLE 12EME
1082;3486;49;TSSE;DES BONNETS;13013;MARSEILLE 13EME
1083;3487;60;RUE;CHALUSSET;13013;MARSEILLE 13EME
1084;3488;59;RUE;NIELS BOHR;13013;MARSEILLE 13EME
1085;3489;22;TSSE;DE LA LISE;13012;MARSEILLE 12EME
1086;3490;134;BD;DES LIBERATEURS;13012;MARSEILLE 12EME
1087;3491;546;BD;MIREILLE LAUZE;13011;MARSEILLE 11EME
1088;3492;8;BD;LIONEL TERRAY;13013;MARSEILLE 13EME
1089;3493;16;TRA;DES 4 CHE MONTOLIVET;13012;MARSEILLE 12EME
1090;3494;19;AV;DE GARLABAN;13012;MARSEILLE 12EME
1091;3496;30;TSSE;CAVAILLON;13011;MARSEILLE 11EME
1092;3497;36;AV;DE SAINT BARNABE;13012;MARSEILLE 12EME
1093;3498;11;GR;GRAND RUE LOUIS FABRY;13013;MARSEILLE 13EME
1094;3499;58;AV;COROT;13013;MARSEILLE 13EME
1095;3500;136;CHE;LA VALBARELLE ST MARCEL;13011;MARSEILLE 11EME
1096;3501;44;AV;VINCENT VAN GOGH;13012;MARSEILLE 12EME
1097;3502;22;RUE;AUGUSTIN FRESNEL;13013;MARSEILLE 13EME
1098;3503;5076;PARC;DESSUARD;13012;MARSEILLE 12EME
1099;3504;1;GR;GRAND RUE LOUIS FABRY;13013;MARSEILLE 13EME
1100;3505;23;CHE;DU CAVAOU;13013;MARSEILLE 13EME
1101;3506;5288;RES;LES BOUGAINVILLEES;13012;MARSEILLE 12EME
1102;3507;50;BD;NOTRE DAME;13011;MARSEILLE 11EME
1103;3508;153;CHE;DE CHATEAU GOMBERT;13013;MARSEILLE 13EME
1104;3509;79;BD;DE LA POMME;13011;MARSEILLE 11EME
1105;3510;58;AV;COROT;13013;MARSEILLE 13EME
