ID_Adrese;ID_VF;No voie;Type de voie;Voie;Code postal;Commune
607;2830;31;RUE;MONTOLIEU;13002;MARSEILLE 2EME
608;2831;5;RUE;DES RECOLETTES;13001;MARSEILLE 1ER
609;2832;22;BD;CAMILLE FLAMMARION;13001;MARSEILLE 1ER
610;2833;48;AV;DE ST LOUIS;13015;MARSEILLE 15EME
611;2834;48;RUE;PUVIS DE CHAVANNES;13002;MARSEILLE 2EME
612;2835;29;RUE;SAINTE SOPHIE;13004;MARSEILLE 4EME
613;2836;21;RUE;MIRES;13002;MARSEILLE 2EME
614;2837;103;BD;DE PARIS;13002;MARSEILLE 2EME
615;2838;1;BD;SAKAKINI;13004;MARSEILLE 4EME
616;2839;98;AV;ROGER SALENGRO;13003;MARSEILLE 3EME
617;2840;27;BD;PHILIPPON;13004;MARSEILLE 4EME
618;2841;5;AV;DU MERLAN;13014;MARSEILLE 14EME
619;2842;163;BD;BOISSON;13004;MARSEILLE 4EME
620;2843;25;BD;VELTEN;13004;MARSEILLE 4EME
621;2844;17;BD;FRAISSINET;13004;MARSEILLE 4EME
622;2845;13;RUE;FORTUNE JOURDAN;13003;MARSEILLE 3EME
623;2846;6;CHE;DE BIZET;13016;MARSEILLE 16EME
624;2847;5001;CITE;BEAUSOLEIL B ROUX PR;13004;MARSEILLE 4EME
625;2848;102;BD;DANIELLE CASANOVA;13014;MARSEILLE 14EME
626;2849;44;RUE;DES RECOLETTES;13001;MARSEILLE 1ER
627;2850;3;RUE;SENAC;13001;MARSEILLE 1ER
628;2851;8;BD;ROMIEU;13015;MARSEILLE 15EME
629;2852;69;RUE;JEAN DE BERNARDY;13001;MARSEILLE 1ER
630;2853;84;BD;DES DAMES;13002;MARSEILLE 2EME
631;2854;28;RUE;DE LA LOGE;13002;MARSEILLE 2EME
632;2855;25;BD;D ARRAS;13004;MARSEILLE 4EME
633;2856;39;BD;BOISSON;13004;MARSEILLE 4EME
634;2857;35;RUE;FAUCHIER;13002;MARSEILLE 2EME
635;2858;139;AV;CAMILLE PELLETAN;13003;MARSEILLE 3EME
636;2859;42;RUE;BOSCARY;13004;MARSEILLE 4EME
637;2860;11;TRA;N-D DU BON SECOURS;13003;MARSEILLE 3EME
638;2861;1;PL;AUX HUILES;13001;MARSEILLE 1ER
639;2862;4;RUE;CHARLES DE FOUCAULD;13004;MARSEILLE 4EME
640;2863;8;RUE;ALEXIS CARREL;13004;MARSEILLE 4EME
641;2864;21;RUE;LAUTARD;13003;MARSEILLE 3EME
642;2865;25;RUE;LOUIS MOURONVAL;13003;MARSEILLE 3EME
643;2866;3;PAS;TIMON DAVID;13001;MARSEILLE 1ER
644;2867;487;RUE;JEAN QUEILLAU;13014;MARSEILLE 14EME
645;2868;41;BD;HENRI MAULINI;13014;MARSEILLE 14EME
646;2869;40;RUE;MAZENOD;13002;MARSEILLE 2EME
647;2870;34;AV;HAITI;13004;MARSEILLE 4EME
648;2871;30;RUE;ELEMIR BOURGES;13004;MARSEILLE 4EME
649;2872;88;BD;BLANCARDE;13004;MARSEILLE 4EME
650;2873;34;RUE;SAINTE-FRANCOISE;13002;MARSEILLE 2EME
651;2874;16;RUE;CHATEAUREDON;13001;MARSEILLE 1ER
652;2875;36;RUE;BENEDIT;13004;MARSEILLE 4EME
653;2876;82;AV;MAL FOCH;13004;MARSEILLE 4EME
654;2877;24;BD;NATIONAL;13001;MARSEILLE 1ER
655;2878;73;RUE;CLOVIS HUGUES;13003;MARSEILLE 3EME
656;2879;24;AV;CLAUDE MONET;13014;MARSEILLE 14EME
657;2880;11;IMP;MARJOLAINE;13015;MARSEILLE 15EME
658;2881;12;RUE;FARJON;13001;MARSEILLE 1ER
659;2882;31;RUE;ESPERANDIEU;13001;MARSEILLE 1ER
660;2883;9;RUE;MONIER;13004;MARSEILLE 4EME
661;2884;56;BD;LECCIA;13003;MARSEILLE 3EME
662;2885;2;BD;LAMBERT;13004;MARSEILLE 4EME
663;2886;1;RUE;LINNE;13004;MARSEILLE 4EME
664;2887;62;RUE;ALBE;13004;MARSEILLE 4EME
665;2888;19;RUE;PLUMIER;13002;MARSEILLE 2EME
666;2889;52;BD;ALLEMAND;13003;MARSEILLE 3EME
667;2890;90;BD;DE ROUX;13004;MARSEILLE 4EME
668;2891;89;BD;LOUIS BOTINELLY;13004;MARSEILLE 4EME
669;2892;33;RUE;TROIS FRERES CARASSO;13004;MARSEILLE 4EME
670;2893;46;RUE;SAINTE BAUME;13010;MARSEILLE 10EME
671;2894;2;RUE;CAPITAINE DESSEMOND;13007;MARSEILLE 7EME
672;2895;68;BD;MIREILLE LAUZE;13010;MARSEILLE 10EME
673;2896;16;RUE;ROBERT;13007;MARSEILLE 7EME
674;2897;23;RUE;D ISLY;13005;MARSEILLE 5EME
675;2898;62;BD;BOMPARD;13007;MARSEILLE 7EME
676;2899;36;RUE;ANDRE AUDOLI;13010;MARSEILLE 10EME
677;2900;147;AV;DE LA TIMONE;13010;MARSEILLE 10EME
678;2901;132;RUE;ABBE DE L EPEE;13005;MARSEILLE 5EME
679;2902;25;BD;BONIFAY;13010;MARSEILLE 10EME
680;2903;2;RUE;FORT DU SANCTUAIRE;13006;MARSEILLE 6EME
681;2904;22;RUE;DOCTEUR ESCAT;13006;MARSEILLE 6EME
682;2905;9;RUE;CRUDERE;13006;MARSEILLE 6EME
683;2906;294;BD;CHAVE;13005;MARSEILLE 5EME
684;2907;2;RUE;DU LAVOIR;13007;MARSEILLE 7EME
685;2908;64;AV;DES ROCHES;13007;MARSEILLE 7EME
686;2909;93;BD;CHARLES LIVON;13007;MARSEILLE 7EME
687;2910;33;RUE;ALDEBERT;13006;MARSEILLE 6EME
688;2911;103;BD;DE SAINT LOUP;13010;MARSEILLE 10EME
689;2912;50;BD;JEANNE D ARC;13005;MARSEILLE 5EME
690;2913;188;AV;DE TOULON;13010;MARSEILLE 10EME
691;2914;71;BD;CHAVE;13005;MARSEILLE 5EME
692;2915;41;RUE;CHATEAUBRIAND;13007;MARSEILLE 7EME
693;2916;43;AV;DE LA TIMONE;13010;MARSEILLE 10EME
694;2917;46;RUE;HORACE BERTIN;13005;MARSEILLE 5EME
695;2918;7;TRA;TARGUIST;13007;MARSEILLE 7EME
696;2919;2;RUE;VITALIS;13005;MARSEILLE 5EME
697;2920;37;RUE;CAP GALINAT;13010;MARSEILLE 10EME
698;2921;39;RUE;CESAR ALEMAN;13007;MARSEILLE 7EME
699;2922;21;RUE;CHARLES CERRATO;13010;MARSEILLE 10EME
700;2923;59;RUE;ROGER BRUN;13005;MARSEILLE 5EME
701;2924;81;CRS;GOUFFE;13005;MARSEILLE 5EME
702;2925;120;BD;VAUBAN;13006;MARSEILLE 6EME
703;2926;19;RUE;DE FRIEDLAND;13006;MARSEILLE 6EME
704;2927;58;CRS;GOUFFE;13006;MARSEILLE 6EME
705;2928;9;RUE;PASCAL;13007;MARSEILLE 7EME
706;2929;28;RUE;DE SMYRNE;13005;MARSEILLE 5EME
707;2930;116;BD;MIREILLE LAUZE;13010;MARSEILLE 10EME
708;2931;21;AV;DAVID DELLEPIANE;13007;MARSEILLE 7EME
709;2932;59;AV;JULES CANTINI;13006;MARSEILLE 6EME
710;2933;116;BD;MIREILLE LAUZE;13010;MARSEILLE 10EME
711;2934;75;RUE;SAINT JACQUES;13006;MARSEILLE 6EME
712;2935;119;RUE;SAINT PIERRE;13005;MARSEILLE 5EME
713;2936;225;BD;PAUL CLAUDEL;13010;MARSEILLE 10EME
714;2937;77;RUE;SAINT SUFFREN;13006;MARSEILLE 6EME
715;2938;9;RUE;DE LA CROIX;13007;MARSEILLE 7EME
716;2939;5;RUE;PAUL CODACCIONI;13007;MARSEILLE 7EME
717;2940;9;RUE;GABRIEL MARIE;13010;MARSEILLE 10EME
718;2941;6;RUE;DES LICES;13007;MARSEILLE 7EME
719;2942;35;BD;SAINTE THERESE;13005;MARSEILLE 5EME
720;2943;16;RUE;GASTON BERGER;13010;MARSEILLE 10EME
721;2944;5;RUE;RAOUL PONCHON;13010;MARSEILLE 10EME
722;2945;6;RUE;SAINT PIERRE;13006;MARSEILLE 6EME
723;2946;3;RUE;SAINT ETIENNE;13005;MARSEILLE 5EME
724;2947;10;IMP;DE LA GAVELIERE;13007;MARSEILLE 7EME
725;2948;188;AV;DE TOULON;13010;MARSEILLE 10EME
726;2949;95;RUE;SAINT PIERRE;13005;MARSEILLE 5EME
727;2950;26;RUE;ALDEBERT;13006;MARSEILLE 6EME
728;2951;26;RUE;SAUVEUR TOBELEM;13007;MARSEILLE 7EME
729;2952;187;RUE;D ENDOUME;13007;MARSEILLE 7EME
730;2953;10;PL;PIERRE ROUX;13005;MARSEILLE 5EME
731;2954;188;RUE;BRETEUIL;13006;MARSEILLE 6EME
732;2955;315;RUE;SAINT PIERRE;13005;MARSEILLE 5EME
733;2956;9;RUE;PASCAL;13007;MARSEILLE 7EME
734;2957;288;RUE;D ENDOUME;13007;MARSEILLE 7EME
735;2958;29;IMP;DES FRENES;13010;MARSEILLE 10EME
736;2959;34;RUE;JEAN ROQUES;13006;MARSEILLE 6EME
737;2960;68;RUE;DE LA PAIX MARCEL PAUL;13006;MARSEILLE 6EME
738;2961;26;RUE;SAINT PIERRE;13006;MARSEILLE 6EME
739;2962;6;RUE;DURAND;13007;MARSEILLE 7EME
740;2963;31;RUE;D ORIENT;13010;MARSEILLE 10EME
741;2964;9;RUE;MARIUS THOUREY;13007;MARSEILLE 7EME
742;2965;1;RUE;CHARRAS;13007;MARSEILLE 7EME
743;2966;39;RUE;DOCT FREDERIC GRANIER;13007;MARSEILLE 7EME
744;2967;46;RUE;NAU;13006;MARSEILLE 6EME
745;2968;2;RUE;SAINT PIERRE;13006;MARSEILLE 6EME
746;2969;3;RUE;MONTEVIDEO;13006;MARSEILLE 6EME
747;2970;47;CHE;DE LA VALBARELLE ST MARCEL;13010;MARSEILLE 10EME
748;2971;12;RUE;DU CASTELLET;13007;MARSEILLE 7EME
749;2972;128;RUE;D AUBAGNE;13006;MARSEILLE 6EME
750;2973;5;RUE;VIRGILE MARRON;13005;MARSEILLE 5EME
751;2974;2;RUE;ANTOINE BLANC;13010;MARSEILLE 10EME
752;2975;1;PL;DU QUATRE SEPTEMBRE;13007;MARSEILLE 7EME
753;2976;32;RUE;ANDRE AUDOLI;13010;MARSEILLE 10EME
754;2977;4;RUE;D IENA;13006;MARSEILLE 6EME
755;2978;107;AV;DE LA CAPELETTE;13010;MARSEILLE 10EME
756;2979;26;RUE;BRANDIS;13005;MARSEILLE 5EME
757;2980;1;RUE;ESCOFFIER;13005;MARSEILLE 5EME
758;2981;23;RUE;VITALIS;13005;MARSEILLE 5EME
759;2982;113;TRA;CHEVALIER;13010;MARSEILLE 10EME
760;2983;60;RUE;NAU;13006;MARSEILLE 6EME
761;2984;49;RUE;DES BONS ENFANTS;13006;MARSEILLE 6EME
762;2985;45;AV;DE LA CORSE;13007;MARSEILLE 7EME
763;2986;80;BD;DE LA CORDERIE;13007;MARSEILLE 7EME
764;2987;5218;CHE;DE L ARGILE;13010;MARSEILLE 10EME
765;2988;57;BD;ANDRE AUNE;13006;MARSEILLE 6EME
766;2989;106;RUE;EDMOND ROSTAND;13006;MARSEILLE 6EME
767;2990;67;RUE;STE CECILE;13005;MARSEILLE 5EME
768;2991;50;RUE;SAUVEUR TOBELEM;13007;MARSEILLE 7EME
769;2992;4;RUE;PETIT CHANTIER;13007;MARSEILLE 7EME
770;2993;313;RUE;SAINT PIERRE;13005;MARSEILLE 5EME
771;2994;49;RUE;BRANDIS;13005;MARSEILLE 5EME
772;2995;5;;PLT DE MALMOUSQUE;13007;MARSEILLE 7EME
773;2996;141;AV;DE LA TIMONE;13010;MARSEILLE 10EME
774;2997;5;RUE;TURCON;13007;MARSEILLE 7EME
775;2998;42;CRS;GOUFFE;13006;MARSEILLE 6EME
776;2999;4;RUE;DE LA JEUNESSE;13005;MARSEILLE 5EME
777;3000;7;PL;JOSEPH ETIENNE;13007;MARSEILLE 7EME
778;3001;159;AV;DE LA CAPELETTE;13010;MARSEILLE 10EME
779;3002;49;RUE;D ENDOUME;13007;MARSEILLE 7EME
780;3003;6;PL;DE VENISE;13006;MARSEILLE 6EME
781;3004;58;AV;DE LA CORSE;13007;MARSEILLE 7EME
782;3005;19;RUE;PETIT CHANTIER;13007;MARSEILLE 7EME
783;3006;10;BD;ANDRE AUNE;13006;MARSEILLE 6EME
784;3007;154;RUE;DE ROME;13006;MARSEILLE 6EME
785;3008;29;BD;BAILLE;13006;MARSEILLE 6EME
786;3009;123;BD;ROMAIN ROLLAND;13010;MARSEILLE 10EME
787;3010;52;RUE;CHRISTOPHE COLOMB;13006;MARSEILLE 6EME
788;3011;95;RUE;SAINT-PIERRE;13005;MARSEILLE 5EME
789;3012;5;TRA;DE LA SERRE;13007;MARSEILLE 7EME
790;3013;38;RUE;DU BERCEAU;13005;MARSEILLE 5EME
791;3014;29;RUE;DES FRERES PECCHINI;13007;MARSEILLE 7EME
792;3015;7;PL;JOSEPH ETIENNE;13007;MARSEILLE 7EME
793;3016;13;BD;GUSTAVE GANAY;13009;MARSEILLE 9EME
794;3019;296;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
795;3020;14;RUE;NEGRESKO;13008;MARSEILLE 8EME
796;3023;642;AV;DE MAZARGUES;13008;MARSEILLE 8EME
797;3024;40;BD;DE SAINTE MARGUERITE;13009;MARSEILLE 9EME
798;3025;14;RUE;NEGRESKO;13008;MARSEILLE 8EME
799;3028;27;RUE;ROCCA;13008;MARSEILLE 8EME
800;3029;9001;CITE;LE CORBUSIER;13008;MARSEILLE 8EME
801;3031;66;RUE;DU COMMANDANT ROLLAND;13008;MARSEILLE 8EME
802;3034;89;RUE;SAINT SEBASTIEN;13008;MARSEILLE 8EME
803;3035;83;BD;DU REDON;13009;MARSEILLE 9EME
804;3036;134;RUE;LIANDIER;13008;MARSEILLE 8EME
805;3037;23;BD;BAPTISTIN CAYOL;13008;MARSEILLE 8EME
806;3042;34;RUE;NICOLE ZEMMOUR;13009;MARSEILLE 9EME
807;3044;9001;;BEAUVALLON CENTRE;13009;MARSEILLE 9EME
808;3045;30;RUE;DES MOUSSES;13008;MARSEILLE 8EME
809;3048;30;RUE;DES MOUSSES;13008;MARSEILLE 8EME
810;3049;360;AV;DU PRADO;13008;MARSEILLE 8EME
811;3052;88;AV;DE MAZARGUES;13008;MARSEILLE 8EME
812;3054;65;BD;LEI ROURE;13009;MARSEILLE 9EME
813;3057;39;RUE;BORDE;13008;MARSEILLE 8EME
814;3060;73;RUE;DU ROUET;13008;MARSEILLE 8EME
815;3064;40;BD;EDOUARD HERRIOT;13008;MARSEILLE 8EME
816;3065;58;CHE;DU VAL DES BOIS;13009;MARSEILLE 9EME
817;3066;26;AV;BEAU PIN;13008;MARSEILLE 8EME
818;3067;327;AV;DU PRADO;13008;MARSEILLE 8EME
819;3068;83;BD;DU REDON;13009;MARSEILLE 9EME
820;3070;21;ALL;GOYA;13008;MARSEILLE 8EME
821;3071;9001;;BEAUVALLON PINEDE;13009;MARSEILLE 9EME
822;3073;244;AV;DU PRADO;13008;MARSEILLE 8EME
823;3074;314;AV;DU PRADO;13008;MARSEILLE 8EME
824;3076;23;BD;VELASQUEZ;13008;MARSEILLE 8EME
825;3078;430;AV;MAL J DE L DE TASSIGNY;13009;MARSEILLE 9EME
826;3079;1;RES;LE LANCIER;13009;MARSEILLE 9EME
827;3081;1;RUE;DE LORRAINE;13008;MARSEILLE 8EME
828;3082;88;AV;DE MAZARGUES;13008;MARSEILLE 8EME
829;3085;143;AV;DE HAMBOURG;13008;MARSEILLE 8EME
830;3086;24;BD;TROLLAT;13009;MARSEILLE 9EME
831;3088;9001;CITE;LE CORBUSIER;13008;MARSEILLE 8EME
832;3090;221;VC;ANCIEN CHEM DE CASSIS;13009;MARSEILLE 9EME
833;3091;20;RUE;DE LA MAGALONE;13009;MARSEILLE 9EME
834;3092;523;RUE;PARADIS;13008;MARSEILLE 8EME
835;3098;39;BD;EMILE SICARD;13008;MARSEILLE 8EME
836;3099;391;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
837;3100;121;BD;PAUL CLAUDEL;13009;MARSEILLE 9EME
838;3101;20;BD;MIREILLE JOURDAN BARRY;13008;MARSEILLE 8EME
839;3102;3;AV;DE LA FARINIERE;13009;MARSEILLE 9EME
840;3103;83;BD;DU REDON;13009;MARSEILLE 9EME
841;3105;3;ALL;CERVANTES;13009;MARSEILLE 9EME
842;3109;16;SQ;MICHELET;13009;MARSEILLE 9EME
843;3110;20;RUE;DE LA MAGALONE;13009;MARSEILLE 9EME
844;3112;17;RUE;DE CLUNY;13008;MARSEILLE 8EME
845;3115;83;BD;DU REDON;13009;MARSEILLE 9EME
846;3122;168;RUE;DU ROUET;13008;MARSEILLE 8EME
847;3125;314;AV;DU PRADO;13008;MARSEILLE 8EME
848;3126;4;AV;VALMONT;13009;MARSEILLE 9EME
849;3130;75;BD;DU REDON;13009;MARSEILLE 9EME
850;3131;64;RUE;DU COMMANDANT ROLLAND;13008;MARSEILLE 8EME
851;3132;201;SQ;LA CRAVACHE;13009;MARSEILLE 9EME
852;3139;34;BD;GASTON CREMIEUX;13008;MARSEILLE 8EME
853;3146;22;SQ;MICHELET;13009;MARSEILLE 9EME
854;3150;216;AV;DU PRADO;13008;MARSEILLE 8EME
855;3151;2;BD;DES CEDRES;13009;MARSEILLE 9EME
856;3152;92;CHE;COLLINE ST JOSEPH;13009;MARSEILLE 9EME
857;3153;95;AV;DE LA MADRAGUE MONTREDON;13008;MARSEILLE 8EME
858;3154;5;RUE;BORDE;13008;MARSEILLE 8EME
859;3155;43;TRA;PARANGON;13008;MARSEILLE 8EME
860;3157;42;RUE;HENRI TOMASI;13009;MARSEILLE 9EME
861;3158;9;TRA;DE LA GOUFFONNE;13009;MARSEILLE 9EME
862;3159;20;RUE;DE LA MAGALONE;13009;MARSEILLE 9EME
863;3160;288;RUE;PARADIS;13008;MARSEILLE 8EME
864;3161;9001;CITE;LE CORBUSIER;13008;MARSEILLE 8EME
865;3162;1;ALL;MURILLO;13008;MARSEILLE 8EME
866;3163;20;CHE;DU ROI D ESPAGNE;13009;MARSEILLE 9EME
867;3164;83;BD;DU REDON;13009;MARSEILLE 9EME
868;3165;123;TRA;PARANGON;13008;MARSEILLE 8EME
869;3166;11;TRA;DE L OLYMPIQUE;13008;MARSEILLE 8EME
870;3168;131;AV;DU PRADO;13008;MARSEILLE 8EME
871;3171;62;AV;JULES CANTINI;13008;MARSEILLE 8EME
872;3173;83;BD;DU REDON;13009;MARSEILLE 9EME
873;3175;49;BD;DE MAILLANE;13008;MARSEILLE 8EME
874;3177;3;ALL;CERVANTES;13009;MARSEILLE 9EME
875;3178;217;AV;DE MAZARGUES;13008;MARSEILLE 8EME
876;3181;46;RUE;DES MOUSSES;13008;MARSEILLE 8EME
877;3182;145;BD;PERIER;13008;MARSEILLE 8EME
878;3183;41;AV;ANDRE ZENATTI;13008;MARSEILLE 8EME
879;3184;8;AV;GASCOGNE;13008;MARSEILLE 8EME
880;3185;523;RUE;PARADIS;13008;MARSEILLE 8EME
881;3189;199;AV;DU PRADO;13008;MARSEILLE 8EME
882;3190;83;BD;DU REDON;13009;MARSEILLE 9EME
883;3195;130;CHE;DE MORGIOU;13009;MARSEILLE 9EME
884;3199;391;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
885;3200;130;CHE;DE MORGIOU;13009;MARSEILLE 9EME
886;3201;391;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
887;3205;4;RUE;BLANCHE;13008;MARSEILLE 8EME
888;3209;367;AV;DU PRADO;13008;MARSEILLE 8EME
889;3210;314;AV;DU PRADO;13008;MARSEILLE 8EME
890;3211;9;SQ;JEAN BOUIN;13009;MARSEILLE 9EME
891;3216;122;RUE;DU COMMANDANT ROLLAND;13008;MARSEILLE 8EME
892;3219;41;AV;ANDRE ZENATTI;13008;MARSEILLE 8EME
893;3220;62;RUE;LIANDIER;13008;MARSEILLE 8EME
894;3221;16;TRA;DE POMEGUES;13008;MARSEILLE 8EME
895;3222;9001;;BEAUVALLON CENTRE;13009;MARSEILLE 9EME
896;3224;29;RUE;ROCCA;13008;MARSEILLE 8EME
897;3225;112;RUE;LIANDIER;13008;MARSEILLE 8EME
898;3228;11;PARC;JEAN MERMOZ;13008;MARSEILLE 8EME
899;3230;371;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
900;3235;125;TRA;PARANGON;13008;MARSEILLE 8EME
901;3237;14;SQ;MICHELET;13009;MARSEILLE 9EME
902;3238;28;AV;DE LA CADENELLE;13008;MARSEILLE 8EME
903;3239;67;BD;DES NEIGES;13008;MARSEILLE 8EME
904;3240;44;RUE;FARINIERE;13009;MARSEILLE 9EME
905;3241;296;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
906;3242;83;BD;DU REDON;13009;MARSEILLE 9EME
907;3247;34;BD;LUCIEN BAGNASCO;13008;MARSEILLE 8EME
908;3248;12;SQ;JEAN BOUIN;13009;MARSEILLE 9EME
909;3249;168;CHE;DE MORGIOU;13009;MARSEILLE 9EME
910;3250;2;RUE;MARIUS JAUFFRET;13008;MARSEILLE 8EME
911;3252;83;BD;DU REDON;13009;MARSEILLE 9EME
912;3255;121;BD;PAUL CLAUDEL;13009;MARSEILLE 9EME
913;3257;9;BD;LORD DUVEEN;13008;MARSEILLE 8EME
914;3258;70;CHE;JOSEPH AIGUIER;13009;MARSEILLE 9EME
915;3265;122;RUE;LIANDIER;13008;MARSEILLE 8EME
916;3266;331;AV;DU PRADO;13008;MARSEILLE 8EME
917;3268;105;BD;DU CABOT;13009;MARSEILLE 9EME
918;3271;88;AV;DE MAZARGUES;13008;MARSEILLE 8EME
919;3275;13;ALL;ALBENIZ;13008;MARSEILLE 8EME
920;3280;31;ALL;ALBENIZ;13008;MARSEILLE 8EME
921;3283;4;RUE;DE LA CALANQUE;13008;MARSEILLE 8EME
922;3284;5168;;RES LES JARDINS D'EDEN;13009;MARSEILLE 9EME
923;3285;395;RUE;PARADIS;13008;MARSEILLE 8EME
924;3286;22;TRA;PUPAT;13008;MARSEILLE 8EME
925;3288;62;CHE;DU LANCIER;13008;MARSEILLE 8EME
926;3289;83;BD;DU REDON;13009;MARSEILLE 9EME
927;3290;21;RUE;JEAN MERMOZ;13008;MARSEILLE 8EME
928;3295;47;RUE;LIANDIER;13008;MARSEILLE 8EME
929;3297;9046;CHE;DU VAL DES BOIS;13009;MARSEILLE 9EME
930;3301;39;BD;DE MOSTAGANEM PROLONGE;13009;MARSEILLE 9EME
931;3302;1;ALL;GOYA;13008;MARSEILLE 8EME
932;3307;20;PARC;DROMEL;13009;MARSEILLE 9EME
933;3308;9001;;BEAUVALLON LES CEDRES;13009;MARSEILLE 9EME
934;3310;296;BD;ROMAIN ROLLAND;13009;MARSEILLE 9EME
935;3311;21;AV;MIREILLE;13009;MARSEILLE 9EME
936;3312;83;BD;DU REDON;13009;MARSEILLE 9EME
937;3315;73;RUE;DU ROUET;13008;MARSEILLE 8EME
938;3316;40;BD;DE SAINTE MARGUERITE;13009;MARSEILLE 9EME
939;3318;126;RUE;AUGUSTIN AUBERT;13009;MARSEILLE 9EME
940;3320;107;BD;DU CABOT;13009;MARSEILLE 9EME
941;3321;121;BD;PAUL CLAUDEL;13009;MARSEILLE 9EME
942;3322;49;TSSE;DES BONNETS;13013;MARSEILLE 13EME
943;3323;36;AV;DE SAINT BARNABE;13012;MARSEILLE 12EME
944;3324;27;TSSE;DE LA MALVINA;13012;MARSEILLE 12EME
945;3325;29;PARC;DES VIEUX CYPRES;13013;MARSEILLE 13EME
946;3326;5076;PARC;DESSUARD;13012;MARSEILLE 12EME
947;3328;10;BD;LIONEL TERRAY;13013;MARSEILLE 13EME
948;3329;31;RUE;EMILE CAILLOL;13012;MARSEILLE 12EME
949;3330;153;CHE;DE CHATEAU GOMBERT;13013;MARSEILLE 13EME
950;3331;5001;RES;FONDACLE;13013;MARSEILLE 13EME
951;3332;27;TSSE;DE LA MALVINA;13012;MARSEILLE 12EME
952;3333;24;AV;COROT;13013;MARSEILLE 13EME
953;3335;151;RUE;DU DOCTEUR CAUVIN;13012;MARSEILLE 12EME
954;3336;164;BD;DE LA MILLIERE;13011;MARSEILLE 11EME
955;3337;139;AV;DES OLIVES;13013;MARSEILLE 13EME
956;3338;59;RUE;BEAU;13004;MARSEILLE 12EME
957;3341;24;AV;COROT;13013;MARSEILLE 13EME
958;3342;61;AV;DE LA FOURRAGERE;13012;MARSEILLE 12EME
959;3343;5001;RES;FONDACLE;13013;MARSEILLE 13EME
960;3344;5056;TRA;DES FAIENCIERS;13011;MARSEILLE 11EME
961;3345;1;AV;DE VALDONNE;13013;MARSEILLE 13EME
962;3346;40;TSSE;MONTCAULT;13013;MARSEILLE 13EME
963;3347;26;AV;COROT;13013;MARSEILLE 13EME
964;3348;80;BD;BARRY;13013;MARSEILLE 13EME
965;3349;64;BD;TRISTAN CORBIERE;13012;MARSEILLE 12EME
966;3350;19;TSSE;LAZARE BARIELLE;13013;MARSEILLE 13EME
967;3352;282;AV;DE MONTOLIVET;13012;MARSEILLE 12EME
968;3353;40;AV;ESCAD NORMANDIE NIEMEN;13013;MARSEILLE 13EME
969;3354;89;CHE;DES JONQUILLES;13013;MARSEILLE 13EME
970;3355;16;PL;DES HEROS;13013;MARSEILLE 13EME
971;3356;84;AV;SAINT JEROME;13013;MARSEILLE 13EME
972;3357;134;TRA;DE LA PENNE;13011;MARSEILLE 11EME
973;3358;8;BD;DEBORD;13012;MARSEILLE 12EME
974;3359;12;PARC;DES CHUTES LAVIE;13013;MARSEILLE 13EME
975;3360;180;TRA;DE LA PENNE;13011;MARSEILLE 11EME
976;3361;61;RUE;DE L AUDIENCE;13011;MARSEILLE 11EME
977;3362;109;BD;DE LA COMTESSE;13012;MARSEILLE 12EME
978;3364;20;AV;DU BOUSQUETIER;13012;MARSEILLE 12EME
979;3365;20;BD;VALETTE;13013;MARSEILLE 13EME
980;3367;92;RUE;ALPHONSE DAUDET;13013;MARSEILLE 13EME
981;3368;10;RUE;FRANCOIS CANAC;13013;MARSEILLE 13EME
982;3369;2;BD;ISABELLE;13013;MARSEILLE 13EME
983;3370;6;RUE;SAINT GEORGES;13013;MARSEILLE 13EME
984;3371;300;CHE;DE ST JEAN DU DESERT;13012;MARSEILLE 12EME
985;3372;546;BD;MIREILLE LAUZE;13011;MARSEILLE 11EME
986;3373;5100;IMP;DU GAROU;13013;MARSEILLE 13EME
987;3374;26;AV;COROT;13013;MARSEILLE 13EME
988;3375;46;BD;DE LA MILLIERE;13011;MARSEILLE 11EME
989;3376;56;BD;DE LA VALBARELLE;13011;MARSEILLE 11EME
990;3378;10;RUE;MONTAIGNE;13012;MARSEILLE 12EME
991;3379;10;AV;RAOUL FOLLEREAU;13011;MARSEILLE 11EME
992;3380;29;RUE;DU TROUBADOUR;13013;MARSEILLE 13EME
993;3382;54;AV;COROT;13013;MARSEILLE 13EME
994;3383;9128;BD;BARA;13013;MARSEILLE 13EME
995;3385;31;PARC;DES VIEUX CYPRES;13013;MARSEILLE 13EME
996;3386;101;RUE;ALPHONSE DAUDET;13013;MARSEILLE 13EME
997;3387;5063;BD;BOUGE   QRT MALPASSE;13013;MARSEILLE 13EME
998;3388;12;RUE;DE L ESCALET;13013;MARSEILLE 13EME
999;3389;40;BD;BOUYALA D ARNAUD;13012;MARSEILLE 12EME
1000;3392;14;RUE;ROBERT DE ROUX;13013;MARSEILLE 13EME
1001;3393;2;RUE;FONTAINIEU;13012;MARSEILLE 12EME
1002;3394;20;BD;BARA;13013;MARSEILLE 13EME
